DRE;CODESC;TIPOESC;NOMES;DESLOC;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;DISTRITO;CDIST;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
BT;11924;EMEF;MARIA ALICE BORGES GHION, PROFA.;MARIA ALICE BORGES GHION, PROFA.;;BUTANTA;BUTANTA;RUA CACHOEIRA PORAQUÊ;575;CONJUNTO PROMORAR RAPOSO TAVARES;5574450;37829756;;;Ativa;RAPOSO TAVARES;65;6501;35076181;1679129;1,62000e+14;;17/02/1992;31240;17/02/1992;;13/03/2001;;COHAB RAPOSO TAVARES;DIR;-23586959;-46801039;31/12/2024
G;12157;EMEF;ELIAS SHAMMASS;ELIAS SHAMMASS;;GUAIANASES;CIDADE TIRADENTES;RUA DO PAI NOSSO;7;CONJUNTO HABITACIONAL SITIO CONCEICAO;8473020;25181119;25181164;;Ativa;CIDADE TIRADENTES;25;2502;35078773;1678159;1,63000e+14;;24/03/1992;31355;24/03/1992;;15/12/1995;;;DIR;-23578300;-46394071;31/12/2024
MP;12246;EMEI;FAUSTO RIBEIRO DA SILVA FILHO, DR.;FAUSTO RIBEIRO DA SILVA FILHO, DR.;;SAO MIGUEL;ITAIM PAULISTA;RUA ALEXANDRE DIAS NOGUEIRA;365;VILA NOVA CURUCA;8031240;20352297;25147473;;Ativa;VILA CURUCA;84;8402;35078761;1677184;1,63000e+14;;09/04/1992;31416;08/04/1992;02/05/2006;13/03/2001;;;DIR;-23513386;-46421116;31/12/2024
CS;12688;EMEF;ULYSSES DA SYLVEIRA GUIMARAES;ULYSSES DA SYLVEIRA GUIMARAES;;CAPELA DO SOCORRO;PARELHEIROS;RUA CONDE DE LANCASTRE;209;JARDIM SANTA FE;4890290;59208892;;59219947;Ativa;PARELHEIROS;55;5507;35078797;1675173;1,62000e+14;;01/07/1992;31826;01/07/1992;;13/03/2001;;JARDIM SANTA FE;DIR;-23832892;-46710027;31/12/2024
SM;12874;EMEF;BENEDITO DE JESUS BATISTA LAURINDO - PE BATISTA;BENEDITO DE JESUS BATISTA LAURINDO - PE BATISTA;;SAO MATEUS;SAPOPEMBA;RUA ALFONSO FERRABOSCO;231;PARQUE DOS BANCÁRIOS;3923085;27211129;;;Ativa;SAPOPEMBA;76;7602;35078759;1680172;1,63000e+14;;23/07/1992;31930;23/07/1992;;13/03/2001;;JARDIM DONA SINHA;DIR;-23589161;-46512290;31/12/2024
CL;12939;EMEF;JOSE OLYMPIO PEREIRA FILHO;JOSE OLYMPIO PEREIRA FILHO;;CAMPO LIMPO;CAMPO LIMPO;TRAVESSA PASSAREIRA;200;COHAB INSTITUTO ADVENTISTA;5868120;58212627;58217556;;Ativa;CAPAO REDONDO;19;1905;35078785;1672160;1,62000e+14;;05/08/1992;32007;05/08/1992;;16/02/1996;;CONJ. HABITACIONAL ADVENTISTA;DIR;-23671534;-46784171;31/12/2024
FO;13111;EMEI;CAIO GRACO DA SILVA PRADO;CAIO GRACO DA SILVA PRADO;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA PEDRO POMAR;74;JARDIM ELISA MARIA;2875020;38512035;38512404;;Ativa;BRASILANDIA;11;1106;35074652;1670116;1,62000e+14;;15/09/1992;32243;15/09/1992;;13/03/2001;;;DIR;-23460485;-46679495;31/12/2024
MP;13218;EMEI;SEVERINO DO RAMO;SEVERINO DO RAMO;;SAO MIGUEL;ITAIM PAULISTA;RUA FRANCISCO MONTEIRO TAVARES;235;JARDIM ROBRU;8150190;20351871;25147465;;Ativa;VILA CURUCA;84;8406;35075395;1677199;1,63000e+14;;23/10/1992;32468;22/10/1992;;13/03/2001;;;DIR;-23519769;-46412062;31/12/2024
MP;13226;CEU EMEI;CARLOS OLIVALDO DE SOUZA LOPES MUNIZ, DR.;CARLOS OLIVALDO DE SOUZA LOPES MUNIZ, DR.;PARQUE SAO CARLOS;SAO MIGUEL;SAO MIGUEL;RUA CLAREAR;141;JARDIM SAO CARLOS ZONA LESTE;8062590;20454212;20454210;20454231;Ativa;VILA JACUI;87;8705;35074664;1677503;1,63000e+14;;30/10/1992;32533;30/10/1992;;13/03/2001;;JARDIM SAO CARLOS;DIR;-23509742;-46473642;31/12/2024
FO;13315;EMEI;MARIA LUCIA PETIT DA SILVA, PROFA.;MARIA LUCIA PETIT DA SILVA, PROFA.;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA SOLAR;303;JARDIM ANTÁRTICA;2652160;22585306;22582221;;Ativa;CACHOEIRINHA;13;1302;35074676;1670152;1,62000e+14;;27/11/1992;32693;27/11/1992;;13/03/2001;;;DIR;-23454975;-46656488;31/12/2024
JT;13358;EMEI;JANIO QUADROS, PRES.;JANIO QUADROS, PRES.;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA CANTO DO ENGENHO;240;PARQUE CASA DE PEDRA;2322210;22035677;;;Ativa;TREMEMBE;81;8105;35074688;1669120;1,63000e+14;;24/12/1992;32893;24/12/1992;;13/03/2001;;JARDIM JOAMAR;DIR;-23448208;-46596686;31/12/2024
SM;13447;EMEI;HENRIQUE RICCHETTI, PROF.;HENRIQUE RICCHETTI, PROF.;;SAO MATEUS;SAO MATEUS;RUA NEBULOSAS;156;JARDIM SANTA BÁBARA;8330430;20196812;;;Ativa;SAO MATEUS;73;7304;35074697;1680130;1,63000e+14;;08/02/1993;32988;08/02/1993;;13/03/2001;;;DIR;-23612132;-46464317;31/12/2024
JT;13471;EMEI;MARINA NOGUEIRA DE SOUZA MARTINS;MARINA NOGUEIRA DE SOUZA MARTINS;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA DIREITOS HUMANOS;2767;MANDAQUI;2475002;22312649;;;Ativa;MANDAQUI;51;5104;35074706;1669141;1,63000e+14;;04/03/1993;33014;04/03/1993;;13/03/2001;;;DIR;-23471978;-46635025;31/12/2024
G;13498;EMEI;JOSE ROBERTO DE CASTRO RIBEIRO, PROF.;JOSE ROBERTO DE CASTRO RIBEIRO, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA ENGENHEIRO CARLO GRAZIA;120;CIDADE TIRADENTES;8475410;22820199;;29649395;Criada;CIDADE TIRADENTES;25;2506;35074718;1678158;1,63000e+14;;08/03/1993;33016;08/03/1993;;15/12/1995;;CONJ. HABITACIONAL SANTA ETELVINA - VII A;DIR;-23594653;-46398337;31/12/2024
G;13501;EMEI;DULCE SALLES FERRAZ, PROFA.;DULCE SALLES FERRAZ, PROFA.;;GUAIANASES;CIDADE TIRADENTES;RUA OLIVEIRA ROMA;16;CIDADE TIRADENTES;8475330;29648128;22824147;;Criada;CIDADE TIRADENTES;25;2506;35074724;1678143;1,63000e+14;;08/03/1993;33016;08/03/1993;;15/12/1995;;CONJ. HABITACIONAL SANTA ETELVINA - VII B;DIR;-23590272;-46401410;31/12/2024
G;13510;EMEF;OLINDA MENEZES SERRA VIDAL, PROFA.;OLINDA MENEZES SERRA VIDAL, PROFA.;;GUAIANASES;CIDADE TIRADENTES;RUA VARZEA NOVA;40;CIDADE TIRADENTES;8475420;29648537;22826500;;Ativa;CIDADE TIRADENTES;25;2506;35074731;1678170;1,63000e+14;;08/03/1993;33016;08/03/1993;;15/12/1995;;CONJ. HABITACIONAL SANTA ETELVINA - VII A;DIR;-23593930;-46400089;31/12/2024
G;13528;EMEF;ANNA LAMBERGA ZEGLIO, VER.;ANNA LAMBERGA ZEGLIO, VER.;;GUAIANASES;CIDADE TIRADENTES;RUA OLIMPIA MONTANI;231;SANTA ETELVINA II B;8475320;22851555;25160364;;Ativa;CIDADE TIRADENTES;25;2506;35074743;1678138;1,63000e+14;;08/03/1993;33016;08/03/1993;;13/03/2001;;CONJ. HABITACIONAL SANTA ETELVINA - VII B;DIR;-23590821;-46401382;31/12/2024
MP;13692;EMEI;DORACIL DINA BENICIO, PROFA.;DORACIL DINA BENICIO, PROFA.;;SAO MIGUEL;ITAIM PAULISTA;RUA BIG BOYS;365;JARDIM BARTIRA;8152100;25618038;25676570;;Ativa;VILA CURUCA;84;8407;35074755;1677181;1,63000e+14;;23/03/1993;33074;23/03/1993;;13/03/2001;;CONJ. HABITACIONAL NAZARE;DIR;-23512918;-46403292;31/12/2024
SM;13803;EMEF;JULIO DE GRAMMONT;JULIO DE GRAMMONT;;SAO MATEUS;SAO MATEUS;TRAVESSA MEIRI;73;JARDIM RODOLFO PIRANI;8311560;27513175;;;Ativa;SAO RAFAEL;75;7504;35074767;1680153;1,63000e+14;;27/04/1993;33156;27/04/1993;;08/03/1996;;RODOLFO PIRANI;DIR;-23631709;-46457293;31/12/2024
SA;14117;EMEI;AYRTON SENNA DA SILVA;AYRTON SENNA DA SILVA;;SANTO AMARO;CIDADE ADEMAR;RUA SEBASTIAO AFONSO;271;JARDIM MIRIAM;4417100;56215931;;56215931;Ativa;CIDADE ADEMAR;22;2206;35075553;1673126;1,63000e+14;;14/09/1993;33656;14/09/1993;;13/03/2001;;JARDIM MIRIAM;DIR;-23678935;-46635596;31/12/2024
SA;14125;EMEI;VIRGILIO TAVORA;VIRGILIO TAVORA;;SANTO AMARO;CIDADE ADEMAR;RUA JOSE MAURO DE MENDONCA;93;PARQUE DOROTEIA;4475492;56731112;;56730461;Ativa;PEDREIRA;58;5803;35075589;1673148;1,63000e+14;;23/09/1993;33682;23/09/1993;;13/03/2001;;JARDIM SANTA LUCIA DO GUACURI;DIR;-23697492;-46635327;31/12/2024
CL;14176;EMEI;SALOMAO JORGE, DEP.;SALOMAO JORGE, DEP.;;CAMPO LIMPO;M'BOI MIRIM;RUA BACABINHA;200;JARDIM SAO JOAQUIM;4917030;55150145;58946723;;Ativa;JARDIM SAO LUIS;46;4605;35075565;1672225;1,62000e+14;;29/09/1993;33690;29/09/1993;;13/03/2001;;JARDIM SAO JOAQUIM;DIR;-23686775;-46749345;31/12/2024
PJ;14249;EMEF;ERNESTO DE MORAES LEME, PROF.;ERNESTO DE MORAES LEME, PROF.;;PIRITUBA;PIRITUBA;RUA VALE DAS FLORES;120;JARDIM SANTA LUCRECIA;5185400;39415020;;;Ativa;JARAGUA;42;4203;35062807;1671117;1,63000e+14;;22/10/1993;33753;22/10/1993;;13/03/2001;;CIDADE D'ABRIL;DIR;-23444016;-46746385;31/12/2024
FO;14567;EMEI;TITO LIVIO FERREIRA, PROF.;TITO LIVIO FERREIRA, PROF.;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA JERONIMO SOUTO MAIOR;300;VILA NINA;2834090;39212336;39216630;;Ativa;BRASILANDIA;11;1109;35075577;1670126;1,62000e+14;;24/02/1994;33987;24/02/1994;;13/03/2001;;;DIR;-23472939;-46692970;31/12/2024
IP;14575;EMEI;CIDADE DO SOL;CIDADE DO SOL;;IPIRANGA;IPIRANGA;RUA ARTISTAS DE HELIÓPOLIS;35;CIDADE NOVA HELIÓPOLIS;4236100;20699500;22154246;;Ativa;SACOMA;68;6801;35062777;1668124;1,63000e+14;;24/02/1994;33989;24/02/1994;;13/03/2001;;CONJ. HABITACIONAL HELIOPOLIS;DIR;-23614201;-46593605;31/12/2024
MP;14583;EMEF;FLAVIO AUGUSTO ROSA, PROF.;FLAVIO AUGUSTO ROSA, PROF.;;SAO MIGUEL;SAO MIGUEL;RUA GRUTA DAS PRINCESAS;165;VILA ITAIM;8190460;25811398;25811786;25811398;Ativa;JARDIM HELENA;44;4405;35062790;1677107;1,63000e+14;;24/02/1994;33990;24/02/1994;;13/03/2001;;VILA ITAIM;DIR;-23482913;-46394483;31/12/2024
BT;14591;EMEI;BENEDICTO CASTRUCCI, PROF.;BENEDICTO CASTRUCCI, PROF.;;BUTANTA;BUTANTA;RUA CACHOEIRA PORAQUE;NA;CONJUNTO PROMORAR RAPOSO TAVARES;5574450;37814833;;;Ativa;RAPOSO TAVARES;65;6501;35200074;1679112;1,62000e+14;;02/03/1994;34005;02/03/1994;;13/03/2001;;CONJ. HABITACIONAL RAPOSO TAVARES;DIR;-23586339;-46800967;31/12/2024
G;14672;EMEI;EDUARDO KNEESE DE MELLO, PROF.;EDUARDO KNEESE DE MELLO, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA NASCER DO SOL;1605;COHAB SANTA ETELVINA II;8485020;29649383;25160384;22821490;Criada;CIDADE TIRADENTES;25;2504;35200529;1678146;1,63000e+14;;14/03/1994;34032;14/03/1994;;13/03/2001;;CONJ. HABITACIONAL SANTA ETELVINA IIA - Q31;DIR;-23593969;-46414391;31/12/2024
G;14681;EMEI;ELISIARIO RODRIGUES DE SOUSA, PROF.;ELISIARIO RODRIGUES DE SOUSA, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA EDSON DANILLO DOTTO;520;COHAB SANTA ETELVINA II;8485280;29648646;;25160391;Criada;CIDADE TIRADENTES;25;2504;35200530;1678152;1,63000e+14;;14/03/1994;34030;14/03/1994;;13/03/2001;;;DIR;-23591914;-46412347;31/12/2024
G;14699;EMEF;ANTONIO DAVILA, PROF.;ANTONIO DAVILA, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA IGARAPÉ ÁGUA AZUL;1259;CONJUNTO HABITACIONAL SANTA ETELVINA II;8485310;22821569;;25160371;Ativa;CIDADE TIRADENTES;25;2504;35062789;1678141;1,63000e+14;;14/03/1994;34031;14/03/1994;;08/03/1996;;CONJ. HABITACIONAL SANTA ETELVINA IIA - Q44;DIR;-23593882;-46407912;31/12/2024
PJ;14893;EMEI;MARIA DAILCE MONTEIRO DA SILVA GOMES, PROFA.;MARIA DAILCE MONTEIRO DA SILVA GOMES, PROFA.;;PIRITUBA;PIRITUBA;RUA MARTINO AROSIO;147;VILA AURORA;5186150;39410853;39415366;39410853;Ativa;JARAGUA;42;4203;35200013;1671116;1,63000e+14;;14/04/1994;34/100;14/04/1994;;13/03/2001;;VILA AURORA;DIR;-23434268;-46752071;31/12/2024
G;15024;EMEF;CAIO SERGIO POMPEU DE TOLEDO, DEP.;CAIO SERGIO POMPEU DE TOLEDO, DEP.;;GUAIANASES;CIDADE TIRADENTES;AVENIDA NASCER DO SOL;1360;COHAB SANTA ETELVINA II A;8485020;22821513;29649380;22821513;Criada;CIDADE TIRADENTES;25;2504;35200062;1678150;1,63000e+14;;03/06/1994;34206;03/06/1994;;08/03/1996;;CONJ. HABITACIONAL SANTA ETELVINA II - Q 04;DIR;-23592548;-46416590;31/12/2024
PE;15121;EMEF;JOSE CARLOS DE FIGUEIREDO FERRAZ, PREF.;JOSE CARLOS DE FIGUEIREDO FERRAZ, PREF.;;PENHA;PENHA;RUA ALEXANDER BAIN;89;JARDIM NORDESTE;3690060;20483469;22805151;;Ativa;ARTUR ALVIM;5;505;35200025;1674114;1,63000e+14;;06/07/1994;34317;06/07/1994;;22/12/1995;;;DIR;-23528199;-46479490;31/12/2024
IQ;15130;EMEF;JULIO CESAR DE MELO E SOUSA-MALBA TAHAN, PROF;JULIO CESAR DE MELO E SOUSA-MALBA TAHAN, PROF;;ITAQUERA;ITAQUERA;RUA SEBASTIAO MEDEIROS DA SILVA;89;ITAQUERA;8210661;20796166;22055110;2205-5110;Ativa;ITAQUERA;37;3703;35200049;1676133;1,63000e+14;;06/07/1994;34318;06/07/1994;;08/03/1996;;;DIR;-23531652;-46442999;31/12/2024
PE;15296;EMEF;JOAO FRANZOLIN NETO, PROF.;JOAO FRANZOLIN NETO, PROF.;;PENHA;ERMELINO MATARAZZO;RUA PEDRA LAVRADA;575;PARQUE CISPER;3818000;25476686;29431850;;Ativa;ERMELINO MATARAZZO;28;2802;35200050;1674189;1,63000e+14;;15/08/1994;34410;15/08/1994;;13/03/2001;;VILA CISPER II;DIR;-23498821;-46492652;31/12/2024
SA;15423;EMEF;PRESTES MAIA;PRESTES MAIA;;SANTO AMARO;CIDADE ADEMAR;RUA SELMA KURTZ;166;JARDIM MARIA LUIZA;4434010;56128553;56128554;;Ativa;CIDADE ADEMAR;22;2204;35200086;1673138;1,63000e+14;;17/11/1994;34666;17/11/1994;;13/03/2001;;JARDIM MARTINES;DIR;-23677047;-46665417;31/12/2024
PJ;15431;EMEF;ERNANI SILVA BRUNO;ERNANI SILVA BRUNO;;PIRITUBA;PIRITUBA;RUA INTERATIVA;100;VILA BRASILÂNDIA;2820020;39793351;;39723986;Ativa;JARAGUA;42;4209;35200001;1671111;1,63000e+14;;17/11/1994;34667;17/11/1994;;13/03/2001;;BRASILANDIA;DIR;-23446483;-46709184;31/12/2024
MP;15440;EMEF;EUZEBIO ROCHA FILHO;EUZEBIO ROCHA FILHO;;SAO MIGUEL;ITAIM PAULISTA;RUA AMPARO DA SERRA;NA;PARQUE DOM JOÃO NERI;8151300;20351789;;;Ativa;VILA CURUCA;84;8408;35200037;1677188;1,63000e+14;;17/11/1994;34668;17/11/1994;;13/03/2001;;VILA CONCEICAO;DIR;-23525042;-46405384;31/12/2024
PJ;16497;EMEF;FERNANDO GRACIOSO;FERNANDO GRACIOSO;;PIRITUBA;PERUS;RUA SILVEIRÂNIA;NA;JARDIM RUSSO;5211060;39171388;39189191;39171388;Ativa;PERUS;61;6101;35201923;1671198;1,63000e+14;;21/10/1995;35575;16/10/1995;;13/03/2001;;JARDIM DO RUSSO;DIR;-23409605;-46760413;31/12/2024
CS;16501;EMEF;FLORESTAN FERNANDES, PROF.;FLORESTAN FERNANDES, PROF.;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;AVENIDA MARGUERITTE LONG;41;JARDIM GUANABARA;4860320;59713576;59393887;;Ativa;CIDADE DUTRA;23;2309;35201960;1675104;1,62000e+14;;20/10/1995;35597;20/10/1995;;13/03/2001;;JARDIM GUANABARA;DIR;-23764234;-46712784;31/12/2024
SM;16519;EMEFM;RUBENS PAIVA;RUBENS PAIVA;;SAO MATEUS;SAPOPEMBA;RUA DOS NAVEGADORES;91;JARDIM ANGELA;3985120;21433999;21432310;;Ativa;SAPOPEMBA;76;7608;35201947;1680167;1,63000e+14;;20/10/1995;35595;20/10/1995;;31/01/1996;;JARDIM ANGELA;DIR;-23606662;-46518806;31/12/2024
G;16527;EMEF;CLAUDIA BARTOLOMAZI, PROFA.;CLAUDIA BARTOLOMAZI, PROFA.;;GUAIANASES;CIDADE TIRADENTES;RUA ARROIO ARAPONGAS;275;CONJUNTO HABITACIONAL SANTA ETELVINA III;8485440;22821589;22821292;;Ativa;CIDADE TIRADENTES;25;2503;35201959;1678153;1,63000e+14;;20/10/1995;35598;20/10/1995;;13/03/2001;;SANTA ETELVINA II-B;DIR;-23582484;-46411843;31/12/2024
CL;16713;EMEF;ANNA SILVEIRA PEDREIRA;ANNA SILVEIRA PEDREIRA;;CAMPO LIMPO;M'BOI MIRIM;RUA NOVA DO TUPAROQUERA;1901;JARDIM NOVO SANTO AMARO;5820200;58911391;58912980;;Ativa;JARDIM SAO LUIS;46;4603;35201972;1672209;1,62000e+14;;23/01/1996;35816;23/01/1996;;13/03/2001;;;DIR;-23665114;-46746992;31/12/2024
JT;16721;EMEI;CELSO DE SOUSA OLIVEIRA, PROF.;CELSO DE SOUSA OLIVEIRA, PROF.;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA ROBERTO LANARI;1000;CONJUNTO HABITACIONAL JOVA RURAL;2281209;22411533;22497016;;Ativa;JACANA;39;3902;35201935;1669100;1,63000e+14;;23/01/1996;35817;23/01/1996;;13/03/2001;;;DIR;-23450156;-46576547;31/12/2024
MP;16993;EMEF;VICENTE AMATO SOBRINHO, COM.;VICENTE AMATO SOBRINHO, COM.;;SAO MIGUEL;ITAIM PAULISTA;RUA VALDOMIRO GONZAGA SILVA;1233;JARDIM DAS OLIVEIRAS;8111540;25678289;;;Ativa;ITAIM PAULISTA;36;3607;35207779;1677176;1,63000e+14;;17/04/1996;36015;17/04/1996;;13/03/2001;;JARDIM DAS OLIVEIRAS;DIR;-23494133;-46371594;31/12/2024
PJ;17272;EMEFM;GUIOMAR CABRAL;GUIOMAR CABRAL;;PIRITUBA;PIRITUBA;AVENIDA MENOTTI LAUDISIO;553;JARDIM CIDADE PIRITUBA;2945000;39793439;;39749320;Ativa;PIRITUBA;63;6304;35207639;1671139;1,63000e+14;;07/06/1996;36126;07/06/1996;;10/04/1981;;PIRITUBA;DIR;-23482051;-46725689;31/12/2024
CL;17281;EMEI;CONJ. HABITACIONAL VALO VELHO;CONJ. HABITACIONAL VALO VELHO;;CAMPO LIMPO;CAMPO LIMPO;RUA GINGADINHO;365;COHAB JARDIM SAO BENTO;5886410;58247131;58217709;;Ativa;CAPAO REDONDO;19;1908;35207950;1672139;1,62000e+14;;07/06/1996;36128;07/06/1996;;13/03/2001;;;DIR;-23678795;-46794484;31/12/2024
IQ;17329;EMEI;VICENTE MATHEUS;VICENTE MATHEUS;;ITAQUERA;ITAQUERA;RUA ALEXANDRE CHEID;636;PARQUE SAVOY CITY;3570100;27419639;27439527;27419639;Ativa;CIDADE LIDER;24;2403;35207809;1676117;1,63000e+14;;27/06/1996;36174;27/06/1996;;13/03/2001;;PARQUE SAVOY CITY;DIR;-23564537;-46483362;31/12/2024
JT;17442;EMEFM;ANTONIO SAMPAIO, VER.;ANTONIO SAMPAIO, VER.;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA VOLUNTÁRIOS DA PÁTRIA;733;SANTANA;2011000;22214615;22215599;;Criada;SANTANA;70;7001;35207676;1669149;1,63000e+14;;30/07/1996;36240;30/07/1996;;26/10/1996;;;DIR;-23514191;-46626685;31/12/2024
PE;17451;EMEI;RUTH GONCALVES CHAVES DE SIQUEIRA, PROFA.;RUTH GONCALVES CHAVES DE SIQUEIRA, PROFA.;;PENHA;ERMELINO MATARAZZO;RUA FIGUEIRA DA POLINÉSIA;373;JARDIM MATARAZZO;3813000;25466868;25471441;;Ativa;ERMELINO MATARAZZO;28;2804;35207743;1674196;1,63000e+14;;30/07/1996;36242;30/07/1996;;13/03/2001;;JARDIM MATARAZZO;DIR;-23488777;-46473777;31/12/2024
IP;17515;EMEI;MARIA LUIZA MORETTI GENTILE, PROFA.;MARIA LUIZA MORETTI GENTILE, PROFA.;;IPIRANGA;VILA PRUDENTE;RUA JACARAÍPE;550;QUINTA DA PAINEIRA;3152150;23413511;;23416029;Ativa;VILA PRUDENTE;93;9302;35207724;1668192;1,63000e+14;;05/08/1996;36282;05/08/1996;;13/03/2001;;;DIR;-23593221;-46580761;31/12/2024
IQ;17523;EMEF;CLOTILDE ROSA HENRIQUES ELIAS, PROFA.;CLOTILDE ROSA HENRIQUES ELIAS, PROFA.;;ITAQUERA;ITAQUERA;RUA ARROIO CAMPO BOM;215;COHAB SANTA ETELVINA II B;8485475;22820613;;22820613;Ativa;JOSE BONIFACIO;47;4706;35207822;1676153;1,63000e+14;;04/08/1996;36283;04/08/1996;;13/03/2001;;COHAB SANTA ETELVINA II-B/AREA 03;DIR;-23587541;-46421660;31/12/2024
MP;17531;EMEI;VALENTINA ANTONINI DA SILVA, PROFA.;VALENTINA ANTONINI DA SILVA, PROFA.;;SAO MIGUEL;SAO MIGUEL;RUA CONCEICAO DO ALMEIDA;120;PARQUE PAULISTANO;8081370;20259403;25810128;;Ativa;JARDIM HELENA;44;4403;35207767;1677112;1,63000e+14;;05/08/1996;36284;05/08/1996;;13/03/2001;;;DIR;-23491964;-46421499;31/12/2024
MP;17655;EMEI;SEBASTIANA DE ARRUDA CRUZ OLIVEIRA, PROFA.;SEBASTIANA DE ARRUDA CRUZ OLIVEIRA, PROFA.;;SAO MIGUEL;ITAIM PAULISTA;RUA PAULO TAPAJÓS;210;ITAIM PAULISTA;8131360;29633452;;;Ativa;ITAIM PAULISTA;36;3610;35207780;1677169;1,63000e+14;;19/08/1996;36311;19/08/1996;;13/03/2001;;;DIR;-23504764;-46375638;31/12/2024
G;17710;EMEI;HELENA LOPES SANTANA DA SILVA, PROFA.;HELENA LOPES SANTANA DA SILVA, PROFA.;;GUAIANASES;GUAIANASES;RUA ANDES 851;851;GUAIANASES;8440180;25571909;;25544458;Criada;LAJEADO;96;9605;35207871;1678125;1,63000e+14;;06/09/1996;36363;06/09/1996;;13/03/2001;;VILA CHABILANDIA;DIR;-23536498;-46406098;31/12/2024
JT;17728;EMEI;JOSE JOAQUIM DA SILVA;JOSE JOAQUIM DA SILVA;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA SOLDADO ANESIO ANTAO FERREIRA;120;JARDIM JAPAO;2142000;22010728;29511298;29511298;Ativa;VILA MARIA;89;8905;35207697;1669181;1,63000e+14;;06/09/1996;36364;06/09/1996;;13/03/2001;;PARQUE NOVO MUNDO;DIR;-23510594;-46575640;31/12/2024
IP;17736;EMEI;ANTONIO FIGUEIREDO AMARAL;ANTONIO FIGUEIREDO AMARAL;;IPIRANGA;SE;RUA LEONARDO JONES JUNIOR;34;BARRA FUNDA;1138040;33921591;33921898;;Ativa;SANTA CECILIA;69;6901;35207883;1668158;1,63000e+14;;06/09/1996;36365;06/09/1996;;13/03/2001;;;DIR;-23523948;-46656429;31/12/2024
G;17973;EMEF;MAILSON DELANE, PROF.;MAILSON DELANE, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA SALVADOR VIGANO;100;CONJUNTO HABITACIONAL BARRO BRANCO II;8473605;22824000;22829577;22824000;Ativa;CIDADE TIRADENTES;25;2502;35207834;1678175;1,63000e+14;;27/09/1996;36420;27/09/1996;;13/03/2001;;CONJ. HABITACIONAL BARRO BRANCO II;DIR;-23586924;-46391523;31/12/2024
IP;17981;EMEF;PERICLES EUGENIO DA SILVA RAMOS;PERICLES EUGENIO DA SILVA RAMOS;;IPIRANGA;IPIRANGA;RUA BARBINOS;111;SÃO JOÃO CLÍMACO;4240110;20690005;22725205;;Ativa;IPIRANGA;68;6801;35207895;1668112;1,63000e+14;;27/09/1996;36421;27/09/1996;;13/03/2001;;CONJ. HABITACIONAL HELIOPOLIS;DIR;-23621124;-46585547;31/12/2024
G;18201;EMEI;LUCILIA DE ANDRADE FERREIRA, PROFA.;LUCILIA DE ANDRADE FERREIRA, PROFA.;;GUAIANASES;CIDADE TIRADENTES;RUA CACHOEIRA TRIUNFO;55;COHAB BARRO BRANCO II;8475080;25160376;22824326;;Criada;CIDADE TIRADENTES;25;2502;35207846;1678164;1,63000e+14;;29/10/1996;36490;29/10/1996;;13/03/2001;;CONJ. HABITACIONAL BARRO BRANCO II;DIR;-23583120;-46394209;31/12/2024
MP;18210;EMEFM;DARCY RIBEIRO;DARCY RIBEIRO;;SAO MIGUEL;SAO MIGUEL;RUA DANIEL BERNARDO;105;SÃO MIGUEL PAULISTA;8010100;20372801;;20379060;Ativa;SAO MIGUEL;74;7405;35207755;1677123;1,63000e+14;;29/10/1996;36491;29/10/1996;;10/04/1981;;SAO MIGUEL;DIR;-23494418;-46442505;31/12/2024
SM;18228;EMEI;MARIA DE LOURDES COUTINHO TORRES, DA.;MARIA DE LOURDES COUTINHO TORRES, DA.;;SAO MATEUS;SAO MATEUS;RUA BARTOLOMEU GONCALVES;45;VILA ESTER;8330240;20153212;20126870;;Ativa;SAO RAFAEL;75;7507;35207810;1680155;1,63000e+14;;29/10/1996;36492;29/10/1996;;13/03/2001;;VILA ESTHER;DIR;-23620439;-46462272;31/12/2024
